Building_ID,Location,Building_Type,Energy_Saved_kWh,Energy_Waste_kWh,Energy_Savings_%,HVAC_System_Type_Num,External_Temperature_C,Building_Occupancy_%
B0834,Hamilton,Office,20951.460673309062,20951.460673309062,34.10317778893916,0,10.2916095951867,48.8860556559956
B0835,Toronto,Hospital,33383.96093327334,33383.96093327334,14.703803981940084,1,19.951033182184396,81.6751650357738
B0836,Toronto,School,73303.06109415593,73303.06109415593,38.181400536288514,2,17.56776348513644,63.58733214580976
B0837,Hamilton,Hospital,63035.33159436719,63035.33159436719,21.247937518892165,1,32.445377032043,89.79358973521585
B0838,Toronto,Mall,59053.553780669055,59053.553780669055,26.084440286329077,1,15.871816973498994,46.98482971150989
B0839,Toronto,Mall,85161.142276747,85161.142276747,29.61515447011449,0,22.417650508341303,64.3873977839331
B0840,Mississauga,Mall,86306.83243983769,86306.83243983769,30.948538904963552,0,23.96792863758591,66.70168125569447
B0841,Hamilton,Office,36233.78613260991,36233.78613260991,21.565581462530886,1,5.392833697650009,47.5644647620426
B0842,London,Office,156009.667074819,156009.667074819,52.22483747049036,2,24.90612116050132,22.988083931873337
B0843,Ottawa,Hotel,121453.46616890962,121453.46616890962,42.73409182312534,2,10.341079006092542,18.4203466221102
B0844,London,Office,24128.5466800054,24128.5466800054,20.992581274836294,1,33.832109524083656,11.50043955396698
B0845,Hamilton,Hospital,15534.715103358132,15534.715103358132,11.61216053571167,1,9.459881832593387,88.61808378206932
B0846,Mississauga,Hospital,56204.3918844327,56204.3918844327,28.960574326970555,1,17.43872371181071,31.28274210148251
B0847,Hamilton,Mall,26570.29776820836,26570.29776820836,47.15511316621057,2,7.560490042359316,29.035607435359125
B0848,Toronto,Mall,67233.0566370065,67233.0566370065,38.508682251056406,2,34.90622755537842,76.2431860383459
B0849,Mississauga,Hospital,106085.22351285712,106085.22351285712,48.32950883815128,2,20.065850309937275,38.801450177865256
B0850,London,School,18060.909331624905,18060.909331624905,23.691862085039748,1,22.861550519601312,55.54402231706529
B0851,Hamilton,School,24191.70602608315,24191.70602608315,18.653755607421928,1,7.012294321652824,24.625995876771064
B0852,Hamilton,School,87269.36116995307,87269.36116995307,48.56134719347365,2,27.49881411197533,96.37711493157722
B0853,Ottawa,Mall,28170.327594206872,28170.327594206872,24.20131015244902,0,11.297167792867572,86.64232600155137
B0854,Ottawa,Hotel,27823.19294619735,27823.19294619735,17.368795598149596,1,31.941628683221413,87.7410660668503
B0855,London,Office,70333.91525973986,70333.91525973986,46.96734409064634,2,11.154189214460215,46.60963737148047
B0856,Toronto,Mall,59053.553780669055,59053.553780669055,26.084440286329077,1,10.720631619909998,78.61250923364555
B0857,Mississauga,Hospital,15444.335245706876,15444.335245706876,29.449917251551287,0,6.096490035442846,22.948853985080213
B0858,Hamilton,Office,58308.92732309076,58308.92732309076,27.38579246519599,1,19.162008353299974,10.775710233260224
B0859,Hamilton,Office,52154.17556765725,52154.17556765725,24.15464480431423,0,21.945233997878493,11.79756393202253
B0860,Toronto,Hospital,27832.35052236062,27832.35052236062,25.713584892163883,0,6.971259182850571,62.79415636641044
B0861,Mississauga,Office,29317.415864567767,29317.415864567767,10.244289595702265,1,28.26582850085032,50.98554147231467
B0862,Mississauga,School,36504.13893073774,36504.13893073774,23.96330324742392,0,18.598665042440828,56.621381401766776
B0863,Mississauga,Hospital,16781.375387791355,16781.375387791355,32.80302885421581,0,20.7317080798274,10.671682637549749
B0864,Toronto,Mall,13599.6357392746,13599.6357392746,16.147480955476716,1,18.222882408146845,48.04179576916832
B0865,Toronto,Office,77590.23603302316,77590.23603302316,33.43726607953148,0,17.02289182625978,74.62613450807747
B0866,Toronto,Hotel,24824.207159642014,24824.207159642014,11.999537532039792,1,21.789209939246536,49.842433177069225
B0867,Toronto,Hospital,134586.23625567055,134586.23625567055,54.95645955499078,2,9.657207377921376,75.8997285681
B0868,Toronto,Office,36457.9336533015,36457.9336533015,16.39544441583294,1,10.457843914858136,30.97170679571513
B0869,Mississauga,School,58021.64808133233,58021.64808133233,20.282564816273496,1,30.85356863040552,83.1827804033553
B0870,London,Office,21756.81053480697,21756.81053480697,30.070467758281687,0,33.38346386400898,62.95881164081071
B0871,Hamilton,Hospital,62765.57283015151,62765.57283015151,41.24333793644514,2,16.199279488392587,28.96867894869156
B0872,London,Office,18461.77440289141,18461.77440289141,32.51801002628124,0,13.122340194306611,31.304842826844965
B0873,Toronto,Hospital,32058.84891460169,32058.84891460169,19.850503049103988,0,24.319986297170477,66.52274181125833
B0874,Mississauga,Hospital,106085.22351285712,106085.22351285712,48.32950883815128,2,17.26202513294289,84.6945633891199
B0875,London,School,63430.33110847237,63430.33110847237,37.28416373356438,2,5.761590669810346,47.40650038262397
B0876,Hamilton,Hotel,60277.781621870905,60277.781621870905,28.75416403739876,1,9.68457792098571,33.2470386214833
B0877,Toronto,Hotel,96331.188351184,96331.188351184,44.19405439874543,2,26.479166865421927,88.03104462195404
B0878,Toronto,Hotel,75841.89384692698,75841.89384692698,28.35485624074788,0,24.76771825730454,70.23414625757513
B0879,London,Office,19137.474509972235,19137.474509972235,18.14098297130145,1,5.812879775104505,50.32769385547689
B0880,Hamilton,Mall,115899.35498571052,115899.35498571052,49.45032562650745,2,11.659164857988484,53.911017575137166
B0881,Toronto,Mall,59053.553780669055,59053.553780669055,26.084440286329077,1,11.932243897642142,28.38308211427568
B0882,London,Office,37738.12190541468,37738.12190541468,17.160569991134693,1,25.15678230796185,66.41223670583595
B0883,Toronto,Hospital,97707.818829077,97707.818829077,39.060210940671325,0,5.591316132630925,42.28682594885998
B0884,Ottawa,School,68437.7140261269,68437.7140261269,27.445730327295298,1,8.123257459537214,99.60806590069144
B0885,London,Hotel,67793.94499003756,67793.94499003756,24.1939370901188,0,28.99748256119568,53.21651637356991
B0886,Toronto,School,59850.8080984948,59850.8080984948,28.987254162501664,0,10.356339861630008,53.72970455706518
B0887,Toronto,School,29821.163946307905,29821.163946307905,11.107715610519517,1,24.58238323555624,60.92666086696047
B0888,Hamilton,Hospital,33558.021980489284,33558.021980489284,25.85859478865369,0,12.145483431401797,92.5080402806872
B0889,Toronto,Mall,12231.668846462766,12231.668846462766,10.011725484586671,1,7.983241782780355,82.07362898737753
B0890,Ottawa,Hospital,22234.733974342817,22234.733974342817,22.76471237598394,0,12.295165729983625,50.601706281805725
B0891,Mississauga,Hotel,16757.647343291275,16757.647343291275,12.564328668155976,1,26.668007955669776,74.68293393755164
B0892,Hamilton,Mall,64956.7941974354,64956.7941974354,21.945277196530096,0,30.67089404318857,62.76119489026855
B0893,Hamilton,Mall,27961.700370366743,27961.700370366743,18.110473296276545,1,29.906595937009747,54.3130343831124
B0894,Toronto,Mall,13599.6357392746,13599.6357392746,16.147480955476716,1,16.915505888553646,27.308419550591548
B0895,London,Hotel,71229.5522405651,71229.5522405651,34.88864253110199,0,25.042554097119385,51.75426371094018
B0896,Hamilton,Hospital,24807.496171002556,24807.496171002556,22.228837974593084,1,11.149528862474629,32.12367283203172
B0897,Toronto,Mall,63244.964514729625,63244.964514729625,23.676877900464987,1,13.794431907830395,92.33579348664892
B0898,Mississauga,Hospital,70755.14737681701,70755.14737681701,23.96070956230722,0,31.890074555633596,40.186613214671226
B0899,London,Mall,53555.55319820494,53555.55319820494,42.762034392725056,2,5.390057705322081,95.70376130800352
B0900,Mississauga,School,26994.442307293444,26994.442307293444,11.964760157291538,1,7.565255925634043,57.97497610852401
B0901,Ottawa,Mall,35464.606221726935,35464.606221726935,25.75910320183548,1,11.23658765438082,66.83899408085443
B0902,London,School,86043.85157595611,86043.85157595611,46.511108967583006,2,5.795966116214592,58.8646400040395
B0903,Toronto,Mall,123187.70513721128,123187.70513721128,46.295579577936856,2,10.44306305269392,21.64425552700308
B0904,Mississauga,Hotel,16757.647343291275,16757.647343291275,12.564328668155976,1,22.49124682909077,43.82390971071469
B0905,Toronto,Office,67594.22336999958,67594.22336999958,33.02872408999496,0,17.64273651777494,18.92315010498616
B0906,Hamilton,School,40873.84065593763,40873.84065593763,31.22463172878924,0,31.780151332309245,66.06586397650435
B0907,Ottawa,Mall,99653.11855622887,99653.11855622887,50.02397583999537,2,29.523306852153222,50.2186775680395
B0908,Mississauga,School,26838.005282038648,26838.005282038648,25.486613183313175,0,15.25452055093628,80.01864744138432
B0909,Ottawa,School,44637.24304805913,44637.24304805913,29.34473322790887,0,12.782703002938774,29.842343289943287
B0910,Ottawa,School,93562.59323016774,93562.59323016774,42.26118371145062,2,16.390772245018006,24.810945258640142
B0911,Ottawa,Office,114816.75187567055,114816.75187567055,45.06583878160768,2,22.708848275444232,46.56990078673911
B0912,London,School,76664.12376585844,76664.12376585844,27.31907920891746,0,13.041909224686288,93.3926844896543
B0913,Toronto,Hospital,81554.7933245044,81554.7933245044,52.09660079806786,2,23.72446723547402,73.93796335111705
B0914,Toronto,Hospital,36430.311259515845,36430.311259515845,19.376609439979354,1,17.282349565737213,47.70312623136268
B0915,Toronto,Office,67594.22336999958,67594.22336999958,33.02872408999496,0,21.561415425559407,56.55449527788795
B0916,London,Mall,18366.006060072614,18366.006060072614,27.80527602644994,1,18.0837958740595,17.57917100593885
B0917,Mississauga,Office,50939.47176243237,50939.47176243237,19.688079428415,1,13.83397278625753,98.61183067385018
B0918,London,School,21211.07647936652,21211.07647936652,37.45352954969928,0,33.4535992088647,69.9766574225427
B0919,London,School,63430.33110847237,63430.33110847237,37.28416373356438,2,27.908173824792826,35.68636616170802
B0920,Mississauga,Hospital,30045.672824629077,30045.672824629077,25.454607454736998,1,9.203395272993577,62.72275547937199
B0921,Mississauga,Office,24813.9034171144,24813.9034171144,16.84309390793929,1,31.054039276937385,19.85341294620946
B0922,Ottawa,Hospital,79468.50664325182,79468.50664325182,38.1938803799475,0,19.62293594748541,96.92530019268251
B0923,Mississauga,Hospital,18640.74158009024,18640.74158009024,25.981326226818886,1,31.83656680682274,25.73064890950293
B0924,London,School,86043.85157595611,86043.85157595611,46.511108967583006,2,28.99565767841945,68.32272862496927
B0925,Mississauga,Hotel,59867.55246857798,59867.55246857798,26.707186732835765,0,17.756405134077003,32.090901628503744
B0926,London,Office,67986.74708089542,67986.74708089542,35.542438121411664,0,5.674079249603522,74.58052443836822
B0927,London,Office,21295.049295099718,21295.049295099718,31.860858629992077,0,13.060320781548382,79.91392305162529
B0928,Toronto,Mall,30532.68398678257,30532.68398678257,42.42617196163664,2,21.249026439826007,70.60777560202894
B0929,Ottawa,Hotel,38348.55219976045,38348.55219976045,13.55038872731278,1,24.00434659478442,65.30495142296732
B0930,Ottawa,Hotel,18022.010991683404,18022.010991683404,13.159334112471576,1,12.73663056299607,90.32221845568104
B0931,Hamilton,Hospital,71974.42047224971,71974.42047224971,47.92200130772441,2,9.180682222184725,17.076403989078223
B0932,Mississauga,Hotel,41037.03191672161,41037.03191672161,18.396552615453363,1,30.04790710397897,39.782328920217566
B0933,Ottawa,Hospital,22943.5971583958,22943.5971583958,21.622435441657345,0,34.532065421106566,32.34587316677614
B0934,Hamilton,Hospital,71974.42047224971,71974.42047224971,47.92200130772441,2,20.77070546908057,98.92125658588796
B0935,Mississauga,Office,24813.9034171144,24813.9034171144,16.84309390793929,1,10.150378575449103,45.045080170018615
B0936,London,Hotel,120332.60976161675,120332.60976161675,46.721137458242815,2,13.169219795581068,75.93514293163588
B0937,Mississauga,Hotel,9274.02800541067,9274.02800541067,14.75429730446768,1,5.551720296424002,71.62526474929041
B0938,Hamilton,Mall,114898.82223903292,114898.82223903292,43.06172455006541,2,32.428964196814974,29.087311372963995
B0939,London,Hotel,63311.37916586778,63311.37916586778,53.61879912593008,2,8.532532486704234,31.50979121903962
B0940,Hamilton,Office,74445.34055365139,74445.34055365139,29.88160753351321,0,22.295494265427607,35.31561071977307
B0941,Hamilton,Hotel,9402.490801721911,9402.490801721911,17.657100267919404,1,13.22165662061618,47.00145504334413
B0942,Toronto,School,38524.77967947601,38524.77967947601,28.792958320188728,1,21.6253400754738,31.08925590854741
B0943,Toronto,Hospital,36170.79463603476,36170.79463603476,26.086800996120484,0,24.542611650555926,11.768633447216304
B0944,Mississauga,Hospital,45889.492192167934,45889.492192167934,48.12294608272528,2,29.892254111216047,89.1453751126476
B0945,London,Hospital,9620.63227775725,9620.63227775725,17.297904776894164,0,11.192638152818096,96.90488482427956
B0946,Ottawa,Hospital,26294.25282550951,26294.25282550951,16.993486273061258,1,5.329874859754415,40.74133483284112
B0947,Hamilton,Office,130847.33824035618,130847.33824035618,52.369525437335,2,9.106568902064218,40.46561914829256
B0948,Ottawa,Hospital,22234.733974342817,22234.733974342817,22.76471237598394,0,32.00055925544315,10.638263149693389
B0949,Ottawa,Hotel,37223.42265432709,37223.42265432709,19.04081022052614,1,31.216702326875456,71.22256194973366
B0950,Mississauga,Hospital,18640.74158009024,18640.74158009024,25.981326226818886,1,22.922393065109247,84.28959061737659
B0951,Ottawa,Hospital,79468.50664325182,79468.50664325182,38.1938803799475,0,23.0155058130096,23.194747032400286
B0952,Toronto,Office,20047.5228001871,20047.5228001871,33.834391578570774,0,24.951100236387664,24.369971443043568
B0953,Toronto,Hospital,74708.73049174441,74708.73049174441,32.40221584934233,0,10.261138358703487,81.10749249742939
B0954,Ottawa,Mall,61479.80387722782,61479.80387722782,24.20862339089234,0,32.4323583777488,65.46616735187303
B0955,Hamilton,Mall,42767.84440561295,42767.84440561295,24.88559990557177,0,17.563115746762193,14.037450186494532
B0956,Mississauga,Hospital,29361.1180582241,29361.1180582241,35.455483283127904,0,16.494155847484926,66.02922914160536
B0957,Toronto,School,33848.62676046658,33848.62676046658,33.83591763073686,0,20.567531158485124,37.802595055938944
B0958,London,Hotel,23605.813119625836,23605.813119625836,29.757584507122136,1,6.408979003251652,43.185263992376136
B0959,Mississauga,Mall,86306.83243983769,86306.83243983769,30.948538904963552,0,9.98850106268238,79.27582764671922
B0960,Toronto,School,81453.44248586653,81453.44248586653,39.822952559882914,0,27.141008492791112,82.98416734053495
B0961,Hamilton,School,93419.273895295,93419.273895295,49.191318599112606,2,7.483960037753794,46.03209641558476
B0962,Mississauga,School,42688.84740576943,42688.84740576943,40.2151319056529,2,23.094563283991647,95.24376424057192
B0963,Toronto,Hotel,75841.89384692698,75841.89384692698,28.35485624074788,0,12.360473290439629,46.5816446156865
B0964,Ottawa,Hotel,111754.02248921587,111754.02248921587,40.709835046912666,2,16.678868421259295,79.4652431707099
B0965,Toronto,Mall,63244.964514729625,63244.964514729625,23.676877900464987,1,13.660812103120996,53.54895381078332
B0966,Mississauga,School,19886.82832567913,19886.82832567913,28.128602544824357,0,15.670181493948474,90.77790938698756
B0967,Toronto,Mall,13599.6357392746,13599.6357392746,16.147480955476716,1,26.571377155527365,91.69851192851608
B0968,Ottawa,School,37668.43437682157,37668.43437682157,53.35830426531748,2,13.913651468695251,17.86751270839755
B0969,Mississauga,Hospital,67506.2861183625,67506.2861183625,23.990111785919733,0,21.99213920890692,94.28439981792032
B0970,London,Hotel,14647.89867077391,14647.89867077391,19.11021804078301,1,19.28151206597299,84.29813573683741
B0971,Hamilton,Mall,27961.700370366743,27961.700370366743,18.110473296276545,1,24.910134960879443,81.21796428814002
B0972,Hamilton,Hospital,67718.93406315267,67718.93406315267,27.089846859650656,0,33.10489217974274,28.08202057169702
B0973,Mississauga,Hotel,39402.22304316519,39402.22304316519,48.46733650481567,2,26.97716291630751,82.46072878791985
B0974,Hamilton,Mall,68779.97007146094,68779.97007146094,23.532568757689585,1,11.448211357722702,86.51194612165331
B0975,Ottawa,School,24198.68483718802,24198.68483718802,27.57230121155143,1,5.93549405183854,36.023530100873586
B0976,Mississauga,Hotel,31176.485540154856,31176.485540154856,28.42124831781252,0,12.867921328994752,95.70340705260914
B0977,Ottawa,Mall,109396.6178314187,109396.6178314187,37.36675550786821,0,22.85233792100765,14.487413175924782
B0978,Hamilton,School,36870.23578860311,36870.23578860311,28.01363383119913,0,6.542774404527511,23.49183279224257
B0979,Toronto,School,29478.887287973368,29478.887287973368,10.971933155866866,1,19.89098741603709,58.382302424636286
B0980,Hamilton,School,97311.67076328088,97311.67076328088,45.71733169399516,2,22.90528546750668,61.82132240100787
B0981,Ottawa,School,44637.24304805913,44637.24304805913,29.34473322790887,0,15.027316724508823,68.0635074970813
B0982,London,Hotel,61759.4013211834,61759.4013211834,27.56227813326104,1,28.12736611237466,11.527221638391982
B0983,Mississauga,Hotel,9274.02800541067,9274.02800541067,14.75429730446768,1,8.197947594013154,96.43300971599172
B0984,Hamilton,Hospital,18067.31351169605,18067.31351169605,28.367400359388217,1,7.254133452074263,14.01292834607296
B0985,Ottawa,Office,40553.37542773054,40553.37542773054,39.91265048904029,2,26.8456626861081,22.87557574510621
B0986,Mississauga,Mall,35472.3920269066,35472.3920269066,14.6139021271732,1,19.864739486185957,11.261306577345128
B0987,Mississauga,Office,28877.968190509127,28877.968190509127,26.639715845102742,1,25.65207189283208,61.01725899646852
B0988,Hamilton,Hospital,24807.496171002556,24807.496171002556,22.228837974593084,1,18.044820158112387,93.9040195528875
B0989,London,School,129044.67493381104,129044.67493381104,47.85502964547503,2,12.392060997173203,69.93524494724178
B0990,Toronto,Office,17436.58313824523,17436.58313824523,12.267915695190664,1,29.573069530225997,84.03917216323846
B0991,London,School,115926.29691610526,115926.29691610526,43.3927694597468,2,28.982476369069374,11.195308311272209
B0992,London,Hotel,37323.00174121981,37323.00174121981,24.02676825364048,0,25.840894125632804,58.78137686317535
B0993,Toronto,Hotel,128468.1847511667,128468.1847511667,49.19563782482172,2,13.16435411689888,51.360667975496966
B0994,Hamilton,School,64564.02651824933,64564.02651824933,22.900073883361262,1,22.70692000607261,54.90711497987137
B0995,Mississauga,School,151753.60944337794,151753.60944337794,52.7442572416273,2,15.829216908200804,16.499186680166915
B0996,Hamilton,Hotel,109643.94142313836,109643.94142313836,41.80114214524546,2,7.747462199799024,71.59918249623767
B0997,Toronto,Office,36040.27270747474,36040.27270747474,40.73545024040416,2,32.51940726386728,55.2898373372771
B0998,Mississauga,School,26838.005282038648,26838.005282038648,25.486613183313175,0,9.104558927568842,78.86339648751375
B0999,Hamilton,Hospital,33558.021980489284,33558.021980489284,25.85859478865369,0,33.50712061462407,53.67615706555439
B1000,Toronto,Mall,46497.514596515626,46497.514596515626,29.413225095218493,0,18.380173188738677,23.444347260378887
B1001,Ottawa,Mall,109396.6178314187,109396.6178314187,37.36675550786821,0,10.55398786515859,68.34312586700398
B1002,Mississauga,Hotel,46974.58575596579,46974.58575596579,20.14839856199356,0,21.257028421350743,25.51477258946496
B1003,London,School,25772.42671236889,25772.42671236889,24.51678666880388,1,31.18837507629225,88.51551070193334
B1004,Toronto,Office,27169.98949497407,27169.98949497407,21.86184078554258,1,26.966746592286835,65.18046151623173
B1005,Ottawa,Office,114816.75187567055,114816.75187567055,45.06583878160768,2,29.19683443584349,24.148349520125883
B1006,Toronto,Hospital,14283.871521356028,14283.871521356028,26.99902670612032,1,24.76350100132152,96.6104251733086
B1007,Hamilton,Mall,16887.045183227136,16887.045183227136,15.648044686836476,1,25.768296935535574,56.652891700178856
B1008,Hamilton,Mall,9160.451089065406,9160.451089065406,10.15683970353374,1,30.47586954695958,16.56086066844895
B1009,London,Mall,12208.392740478555,12208.392740478555,20.17139393109947,0,12.490040265775578,66.41496139735605
B1010,Ottawa,Hospital,22593.050874344524,22593.050874344524,15.252858452244,1,19.68274890929421,32.78790163115292
B1011,Mississauga,Hotel,104095.2368423348,104095.2368423348,44.13113977464223,2,11.636283254588069,82.33241066895722
B1012,Mississauga,Hotel,30836.241353576406,30836.241353576406,23.936983940663836,0,34.630040239899415,83.60398662095716
B1013,Toronto,Hotel,120031.10567107351,120031.10567107351,49.95967085204345,2,33.3217801905984,98.10526202691956
B1014,Toronto,Hospital,134586.23625567055,134586.23625567055,54.95645955499078,2,6.182804341055177,55.16825779220533
B1015,Toronto,Hotel,72780.23659178382,72780.23659178382,29.02926113223445,0,26.16725517547065,50.94611917549634
B1016,Mississauga,Mall,56942.45898651707,56942.45898651707,45.892828780798816,2,32.757449522469976,77.81280449018325
B1017,Toronto,Hotel,39100.5674455779,39100.5674455779,38.61934192330206,2,10.417260353820003,21.92235907077339
B1018,Hamilton,Hotel,57155.95567833082,57155.95567833082,25.96524746523012,0,22.038356916578884,59.222396241381176
B1019,Hamilton,School,40873.84065593763,40873.84065593763,31.22463172878924,0,32.46464892764126,59.162284011776585
B1020,Mississauga,School,69009.96518808854,69009.96518808854,27.862461538105133,1,6.0183793575739655,18.052581052934848
B1021,Ottawa,Hospital,54842.260582347095,54842.260582347095,34.48512713776857,2,25.9226080174052,47.61856769562222
B1022,Ottawa,School,19501.753348790025,19501.753348790025,21.452668623170847,0,13.920470221176522,86.79563187104817
B1023,London,Hotel,25536.97059982561,25536.97059982561,16.090655866202745,1,32.73188586129591,87.05382597951943
B1024,Mississauga,Hospital,30045.672824629077,30045.672824629077,25.454607454736998,1,34.13174735496104,18.93138984277129
B1025,Toronto,Hotel,82270.17483355611,82270.17483355611,33.36365009450751,0,33.32799467340302,18.164879447304777
B1026,Hamilton,Mall,115899.35498571052,115899.35498571052,49.45032562650745,2,19.226426499723917,33.642592930174175
B1027,Hamilton,Hotel,62692.01888476155,62692.01888476155,27.156445026669136,0,30.861279529679404,88.72894562985941
B1028,London,School,115926.29691610526,115926.29691610526,43.3927694597468,2,30.33648195605211,21.601232656614904
B1029,London,Hotel,84808.43238239033,84808.43238239033,52.0786747139548,2,14.573014197297669,74.79971223647016
B1030,Ottawa,Hotel,50479.012820943724,50479.012820943724,23.259936471374274,1,29.86746422452032,19.10490576517929
B1031,Mississauga,Office,79467.29054507235,79467.29054507235,50.6344004065064,2,6.110229041464779,66.08240683730429
B1032,Mississauga,School,86497.17328437197,86497.17328437197,29.483761861010265,1,22.88809635446159,42.04605692072303
B1033,London,Hotel,62780.52648653374,62780.52648653374,43.80220219962325,2,11.900265118631092,81.00225666692803
B1034,Hamilton,Office,20951.460673309062,20951.460673309062,34.10317778893916,0,8.617006573318363,31.032140394282724
B1035,London,Hospital,37898.49877490412,37898.49877490412,14.299669123258871,1,7.308596048876275,67.52816464509638
B1036,Mississauga,Hotel,31176.485540154856,31176.485540154856,28.42124831781252,0,25.888663276344197,31.211428111829644
B1037,Hamilton,Hotel,52774.79348176392,52774.79348176392,47.40082989682233,2,15.196248913041984,74.22942548009384
B1038,Hamilton,Hospital,26725.300055356216,26725.300055356216,47.63851510672703,2,26.743003145862843,88.6310231104674
B1039,London,School,18060.909331624905,18060.909331624905,23.691862085039748,1,6.960690223968271,21.412161921408405
B1040,Toronto,Hotel,72780.23659178382,72780.23659178382,29.02926113223445,0,14.45871013491831,87.99361197359532
B1041,Mississauga,Office,29317.415864567767,29317.415864567767,10.244289595702265,1,21.184738771260115,63.421772897286814
B1042,Hamilton,Mall,76783.24115664494,76783.24115664494,28.60571027997867,0,28.721694945168903,21.43994417803216
B1043,London,Hotel,27177.232185128087,27177.232185128087,22.11047442859929,1,14.562575087962095,48.47876698237408
B1044,Ottawa,Mall,28170.327594206872,28170.327594206872,24.20131015244902,0,23.776741293110277,24.47742641365881
B1045,Ottawa,School,16222.505244519532,16222.505244519532,17.050505716907942,1,31.579332447085616,73.03130999799126
B1046,Hamilton,Hotel,52774.79348176392,52774.79348176392,47.40082989682233,2,23.475895645469137,78.29813209761546
B1047,Toronto,Hospital,10822.64584178984,10822.64584178984,10.808467113579322,1,11.988784242609013,19.521686824551907
B1048,Toronto,School,29821.163946307905,29821.163946307905,11.107715610519517,1,5.73202344669614,55.55258674251799
B1049,Mississauga,School,42688.84740576943,42688.84740576943,40.2151319056529,2,31.102966217027895,83.31625504233254
B1050,Toronto,Office,77590.23603302316,77590.23603302316,33.43726607953148,0,5.638082325511614,94.25467373958968
B1051,London,School,63430.33110847237,63430.33110847237,37.28416373356438,2,31.24105018052598,56.2166080067593
B1052,Hamilton,Hotel,16010.669293441388,16010.669293441388,23.5064814621988,1,20.86811402081636,95.52513012502664
B1053,Hamilton,School,64564.02651824933,64564.02651824933,22.900073883361262,1,33.17203095538689,58.212007341042685
B1054,London,Office,55038.66005269853,55038.66005269853,33.82626341977878,0,28.96349707320996,45.47714451399172
B1055,Mississauga,School,32094.778245961323,32094.778245961323,33.299770768663016,0,34.93802331600013,86.3382815697606
B1056,Toronto,School,44049.75877302098,44049.75877302098,39.85997551590547,2,15.521354463551305,54.368443941228016
B1057,Ottawa,Mall,28170.327594206872,28170.327594206872,24.20131015244902,0,28.015648667933807,52.471225950807074
B1058,London,Hotel,67793.94499003756,67793.94499003756,24.1939370901188,0,17.057927408277266,54.128124046884544
B1059,Ottawa,School,42753.335937841446,42753.335937841446,23.607901844141285,0,19.396268609117264,86.21065016827708
B1060,Hamilton,Mall,62636.18886421676,62636.18886421676,45.80734779287432,2,23.825163896551103,84.8747387519247
B1061,Mississauga,Office,29985.81157617911,29985.81157617911,51.8933619861885,2,31.21031342559016,46.31679931961901
B1062,Mississauga,Hospital,77017.5947659277,77017.5947659277,25.939098888700595,0,34.52250407597886,39.99698738834725
B1063,Mississauga,Office,29985.81157617911,29985.81157617911,51.8933619861885,2,28.048202415935545,54.27352216352163
B1064,London,Hospital,9620.63227775725,9620.63227775725,17.297904776894164,0,17.533003465020013,61.54952587633981
B1065,London,Hotel,18338.444197388424,18338.444197388424,19.618804181834605,1,17.640710068312103,31.45034895651973
B1066,London,Office,162373.52145067323,162373.52145067323,55.56560789184826,2,27.127469047666743,81.45595762440315
B1067,Toronto,Mall,12231.668846462766,12231.668846462766,10.011725484586671,1,12.16331437304907,53.78344891591806
B1068,Mississauga,School,28330.479623862644,28330.479623862644,19.548629048588847,0,8.31422339394184,40.064099357796366
B1069,Toronto,Mall,21178.15065863115,21178.15065863115,25.460953262694325,0,15.638664729223295,19.613889366759157
B1070,Mississauga,Hospital,48372.32734777202,48372.32734777202,26.080207886890783,0,13.617169749622452,31.496064436324623
B1071,Hamilton,Hospital,44969.115747346514,44969.115747346514,26.6069604284344,0,13.889243613679705,95.43530545803851
B1072,London,Hospital,107406.54955128283,107406.54955128283,48.8133503173441,2,12.0082325314973,37.458971813757394
B1073,Mississauga,Hospital,18640.74158009024,18640.74158009024,25.981326226818886,1,6.262795689090856,25.19733604303318
B1074,Hamilton,Mall,68779.97007146094,68779.97007146094,23.532568757689585,1,5.536218042002414,51.460551248949386
B1075,Hamilton,Mall,16887.045183227136,16887.045183227136,15.648044686836476,1,34.63167169208094,37.63789690242238
B1076,Mississauga,School,25124.24783114966,25124.24783114966,29.83712363250424,0,17.83319401207587,13.164332524407474
B1077,Hamilton,Office,36233.78613260991,36233.78613260991,21.565581462530886,1,16.52979941479045,39.08306955514755
B1078,Hamilton,Office,67840.048057446,67840.048057446,34.24501847194526,2,25.38941848079209,58.96977615455217
B1079,Ottawa,Office,14278.121355455429,14278.121355455429,27.67267204229048,1,11.547616635951924,59.65411348179703
B1080,Hamilton,Hospital,26725.300055356216,26725.300055356216,47.63851510672703,2,33.49883551850676,42.090302905919984
B1081,Hamilton,Hotel,109643.94142313836,109643.94142313836,41.80114214524546,2,28.59035043246656,50.25724806273406
B1082,Toronto,Office,36457.9336533015,36457.9336533015,16.39544441583294,1,7.682330069367786,96.89661264112898
B1083,Toronto,Hotel,57325.862117108365,57325.862117108365,49.60443090825964,2,17.52742327354785,43.961362950728045
B1084,Hamilton,Hospital,42115.49980705304,42115.49980705304,25.78675621988667,1,31.37354922686494,33.24041319339847
B1085,Mississauga,School,44249.50133084631,44249.50133084631,21.75996152391411,0,33.34196066874231,31.91203396600841
B1086,Ottawa,Hospital,66484.88570899656,66484.88570899656,29.276792389504763,1,19.02204533749609,51.19881514337207
